AA19 心脏移植
FP19 心力衰竭、休克伴操作性治疗
FR19 急性心肌梗死
FR23 心力衰竭、休克，伴严重或一般并发症与合并症
FR25 心力衰竭、休克，不伴并发症或合并症
FR33 心绞痛，伴严重或一般并发症与合并症
FR35 心绞痛，不伴并发症或合并症
FR41 冠状动脉粥样硬化／血栓／闭塞，伴严重并发症或合并症
FR43 冠状动脉粥样硬化／血栓／闭塞，伴并发症或合并症
FR45 冠状动脉粥样硬化／血栓／闭塞，不伴并发症或合并症
FT13 心肌病，伴严重或一般并发症与合并症
FT15 心肌病，不伴并发症或合并症
FT29 感染性心内膜炎
FT33 瓣膜疾患，伴严重或一般并发症与合并症
FT35 瓣膜疾患，不伴并发症或合并症
FT49 心包疾病
FU19 严重心律失常及心脏停搏
FU23 心律失常及传导障碍，伴严重或一般并发症与合并症
FU25 心律失常及传导障碍，不伴并发症或合并症
FV13 先天性心脏病，伴严重或一般并发症与合并症
FV15 先天性心脏病，不伴并发症或合并症
FV23 高血压，伴严重或一般并发症与合并症
FV25 高血压，不伴并发症或合并症
FV31 晕厥及／或虚脱，伴严重并发症或合并症
FV33 晕厥及／或虚脱，伴并发症或合并症
FV35 晕厥及／或虚脱，不伴并发症或合并症
FW11 动脉疾患，伴严重并发症或合并症
FW13 动脉疾患，伴并发症或合并症
FW15 动脉疾患，不伴并发症或合并症
FW21 静脉疾患，伴严重并发症或合并症
FW23 静脉疾患，伴并发症或合并症
FW25 静脉疾患，不伴并发症或合并症
FZ11 其他循环系统疾患，伴严重并发症或合并症
FZ13 其他循环系统疾患，伴并发症或合并症
FZ15 其他循环系统疾患，不伴并发症或合并症
GB11 食管、胃、十二指肠大手术，伴严重并发症或合并症
GB13 食管、胃、十二指肠大手术，伴并发症或合并症
GB15 食管、胃、十二指肠大手术，不伴并发症或合并症
GB29 小肠、大肠（含直肠）的大手术
GC11 食管、胃、十二指肠其他手术，伴严重并发症或合并症
GC13 食管、胃、十二指肠其他手术，伴并发症或合并症
GC15 食管、胃、十二指肠其他手术，不伴并发症或合并症
GC21 小肠、大肠（含直肠）的其他手术，伴严重并发症或合并症
GC23 小肠、大肠（含直肠）的其他手术，伴并发症或合并症
GC25 小肠、大肠（含直肠）的其他手术，不伴并发症或合并症
GD11 伴穿孔、化脓、坏疽等阑尾切除术，伴严重并发症或合并症
GD13 伴穿孔、化脓、坏疽等阑尾切除术，伴并发症或合并症
GD15 伴穿孔、化脓、坏疽等阑尾切除术，不伴并发症或合并症
GD21 阑尾切除术，伴严重并发症或合并症
GD23 阑尾切除术，伴并发症或合并症
GD25 阑尾切除术，不伴并发症或合并症
GE11 腹股沟及腹疝手术，伴严重并发症或合并症
GE13 腹股沟及腹疝手术，伴并发症或合并症
GE15 腹股沟及腹疝手术，不伴并发症或合并症
GE29 疝其他手术
GF13 肛管、肛门及肛周手术，伴严重或一般并发症与合并症
GF15 肛管、肛门及肛周手术，不伴并发症或合并症
GF23 直肠其他手术，伴严重或一般并发症与合并症
GF25 直肠其他手术，不伴并发症或合并症
GG19 腹腔／盆腔内粘连松解术
GJ11 消化系统其他手术，伴严重并发症或合并症
GJ15 消化系统其他手术，不伴严重并发症与合并症
GK19 消化系统其他内镜治疗操作
GK23 胃镜治疗操作，伴严重或一般并发症与合并症
GK25 胃镜治疗操作，不伴并发症或合并症
GK39 结肠镜治疗操作
GR13 消化系统恶性肿瘤，伴严重或一般并发症与合并症
GR15 消化系统恶性肿瘤，不伴并发症或合并症
GS11 胃肠出血，伴严重并发症或合并症
GS13 胃肠出血，伴并发症或合并症
GS15 胃肠出血，不伴并发症或合并症
GT11 炎症性肠病，伴严重并发症或合并症
GT13 炎症性肠病，伴并发症或合并症
GT15 炎症性肠病，不伴并发症或合并症
GU13 消化道溃疡伴穿孔，伴严重或一般并发症与合并症
GU15 消化道溃疡伴穿孔，不伴并发症或合并症
GU21 其他消化溃疡，伴严重并发症或合并症
GU23 其他消化溃疡，伴并发症或合并症
GU25 其他消化溃疡，不伴并发症或合并症
GV13 消化道梗阻或腹痛，伴严重或一般并发症与合并症
GV15 消化道梗阻或腹痛，不伴并发症或合并症
GW13 食管炎、胃肠炎，伴严重或一般并发症与合并症
GW15 食管炎、胃肠炎，不伴并发症或合并症
GZ13 其他消化系统诊断，伴严重或一般并发症与合并症
GZ15 其他消化系统诊断，不伴并发症或合并症
HB19 胰、肝切除和／或分流手术
HC11 胆总管手术，伴严重并发症或合并症
HC13 胆总管手术，伴并发症或合并症
HC15 胆总管手术，不伴并发症或合并症
HC21 胆囊切除手术，伴严重并发症或合并症
HC23 胆囊切除手术，伴并发症或合并症
HC25 胆囊切除手术，不伴并发症或合并症
HC33 除胆囊切除术以外的胆道手术，伴严重或一般并发症与合并症
HC35 除胆囊切除术以外的胆道手术，不伴并发症或合并症
HJ13 与肝、胆或胰腺疾患有关的其他手术，伴严重或一般并发症与合并症
HJ15 与肝、胆或胰腺疾患有关的其他手术，不伴并发症或合并症
HK19 食管曲张静脉出血的治疗性内镜操作
HL13 肝胆胰系统的治疗性操作，伴严重或一般并发症与合并症
HL15 肝胆胰系统的治疗性操作，不伴并发症或合并症
HL29 肝胆胰系统的诊断性操作
HR11 肝胆胰系统恶性肿瘤，伴严重并发症或合并症
HR13 肝胆胰系统恶性肿瘤，伴并发症或合并症
HR15 肝胆胰系统恶性肿瘤，不伴并发症或合并症
HS19 肝功能衰竭
HS21 肝硬化，伴严重并发症或合并症
HS25 肝硬化，不伴严重并发症与合并症
HS39 病毒性肝炎
HT11 重症胰腺炎，伴严重并发症或合并症
HT15 重症胰腺炎，不伴严重并发症与合并症
HT21 急性胰腺炎，伴严重并发症或合并症
HT23 急性胰腺炎，伴并发症或合并症
HT25 急性胰腺炎，不伴并发症或合并症
HU11 急性胆道疾患，伴严重并发症或合并症
HU13 急性胆道疾患，伴并发症或合并症
HU15 急性胆道疾患，不伴并发症或合并症
HZ13 其他肝脏疾病，伴严重或一般并发症与合并症
HZ15 其他肝脏疾病，不伴并发症或合并症
HZ23 胆道其他疾病，伴严重或一般并发症与合并症
HZ25 胆道其他疾病，不伴并发症或合并症
HZ33 胰腺其他疾病，伴严重或一般并发症与合并症
HZ35 胰腺其他疾病，不伴并发症或合并症
IB19 复杂脊柱疾患或3节段及以上脊柱融合手术或翻修手术
IB29 脊柱2节段及以下脊柱融合术
IB33 与脊柱有关的其他手术，伴严重或一般并发症与合并症
IB35 与脊柱有关的其他手术，不伴并发症或合并症
IC19 髋、肩、膝、肘和踝关节假体翻修／修正手术
IC29 髋、肩、膝、肘和踝关节置换术
IC33 "除置换／翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术，伴严重或一般并发症与合并症"
IC35 除置换／翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术，不伴并发症或合并症
IC49 除置换／翻修外的髋、肩、膝、肘、踝和足部关节其他手术
ID19 小关节手术
IE19 骨盆髋臼手术
IF11 上肢骨手术，伴严重并发症或合并症
IF13 上肢骨手术，伴并发症或合并症
IF15 上肢骨手术，不伴并发症或合并症
IF23 手外科手术，伴严重或一般并发症与合并症
IF25 手外科手术，不伴并发症或合并症
IF31 股骨手术，伴严重并发症或合并症
IF35 股骨手术，不伴严重并发症与合并症
IF43 除股骨以外的下肢骨手术，伴严重或一般并发症与合并症
IF45 除股骨以外的下肢骨手术，不伴并发症或合并症
IF53 骨科固定装置去除／修正术，伴严重或一般并发症与合并症
IF55 骨科固定装置去除／修正术，不伴并发症或合并症
IG19 周围神经手术
IH13 肌肉、肌腱手术，伴严重或一般并发症与合并症
IH15 肌肉、肌腱手术，不伴并发症或合并症
IJ11 骨骼肌肉系统的其他手术，伴严重并发症或合并症
IJ13 骨骼肌肉系统的其他手术，伴并发症或合并症
IJ15 骨骼肌肉系统的其他手术，不伴并发症或合并症
IR13 骨盆骨折，伴严重或一般并发症与合并症
IR15 骨盆骨折，不伴并发症或合并症
IR23 股骨骨折，伴严重或一般并发症与合并症
IR25 股骨骨折，不伴并发症或合并症
IS13 前臂、腕、手或足损伤，伴严重或一般并发症与合并症
IS15 前臂、腕、手或足损伤，不伴并发症或合并症
IS23 除前臂、腕、手足外的损伤，伴严重或一般并发症与合并症
IS25 除前臂、腕、手足外的损伤，不伴并发症或合并症
IT13 骨髓炎，伴严重或一般并发症与合并症
IT15 骨髓炎，不伴并发症或合并症
IT21 慢性炎症性肌肉骨骼结缔组织疾患，伴严重并发症或合并症
IT23 慢性炎症性肌肉骨骼结缔组织疾患，伴并发症或合并症
IT25 慢性炎症性肌肉骨骼结缔组织疾患，不伴并发症或合并症
IT39 感染性关节炎
IU11 骨病及其他关节病，伴严重并发症或合并症
IU13 骨病及其他关节病，伴并发症或合并症
IU15 骨病及其他关节病，不伴并发症或合并症
IU23 颈腰背疾患，伴严重或一般并发症与合并症
IU25 颈腰背疾患，不伴并发症或合并症
IU39 骨骼、肌肉、结缔组织恶性病损、病理性骨折
IV19 除脊柱外先天性骨骼肌肉系统疾患
IZ11 肌肉骨骼系统植入物／假体的康复照护，伴严重并发症或合并症
IZ13 肌肉骨骼系统植入物／假体的康复照护，伴并发症或合并症
IZ15 肌肉骨骼系统植入物／假体的康复照护，不伴并发症或合并症
IZ21 骨骼、肌肉、肌腱、结缔组织的其他疾患，伴严重并发症或合并症
IZ23 骨骼、肌肉、肌腱、结缔组织的其他疾患，伴并发症或合并症
IZ25 骨骼、肌肉、肌腱、结缔组织的其他疾患，不伴并发症或合并症
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA29 乳房恶性肿瘤根治性切除术
JB19 乳房成型手术
JB29 乳腺切除手术
JB33 其他乳房手术，伴严重或一般并发症与合并症
JB35 其他乳房手术，不伴并发症或合并症
JC13 颜面及其他皮肤、皮下组织成型术，伴严重或一般并发症与合并症
JC15 颜面及其他皮肤、皮下组织成型术，不伴并发症或合并症
JD19 皮肤移植手术
JD23 皮肤清创手术，伴严重或一般并发症与合并症
JD25 皮肤清创手术，不伴并发症或合并症
JJ13 皮肤、皮下组织的其他手术，伴严重或一般并发症与合并症
JJ15 皮肤、皮下组织的其他手术，不伴并发症或合并症
JR19 乳房恶性肿瘤
JR29 皮肤、皮下组织的恶性肿瘤
JS11 重大皮肤疾患，伴严重并发症或合并症
JS13 重大皮肤疾患，伴并发症或合并症
JS15 重大皮肤疾患，不伴并发症或合并症
JS23 炎症性皮肤病，伴严重或一般并发症与合并症
JS25 炎症性皮肤病，不伴并发症或合并症
JT13 乳房、皮肤、皮下组织创伤，伴严重或一般并发症与合并症
JT15 乳房、皮肤、皮下组织创伤，不伴并发症或合并症
JU13 感染性皮肤病，伴严重或一般并发症与合并症
JU15 感染性皮肤病，不伴并发症或合并症
JV13 皮肤、皮下组织的非恶性增生性病变，伴严重或一般并发症与合并症
JV15 皮肤、皮下组织的非恶性增生性病变，不伴并发症或合并症
JV23 乳房良性病变，伴严重或一般并发症与合并症
JV25 乳房良性病变，不伴并发症或合并症
JZ13 其他皮肤及乳腺疾患，伴严重或一般并发症与合并症
JZ15 其他皮肤及乳腺疾患，不伴并发症或合并症
KB19 肾上腺手术
KC19 垂体手术
KD19 甲状腺大手术
KD29 甲状旁腺、甲状舌管及甲状腺其他手术
KE19 减重手术
KJ19 因内分泌、营养、代谢疾患的其他手术
KR13 内分泌腺体肿瘤，伴严重或一般并发症与合并症
KR15 内分泌腺体肿瘤，不伴并发症或合并症
KS13 糖尿病，伴严重或一般并发症与合并症
KS15 糖尿病，不伴并发症或合并症
KT13 内分泌、营养、代谢疾病，伴严重或一般并发症与合并症
KT15 内分泌、营养、代谢疾病，不伴并发症或合并症
KU19 营养失调
KV19 先天性代谢异常
KZ13 其他代谢疾患，伴严重或一般并发症与合并症
KZ15 其他代谢疾患，不伴并发症或合并症
LA19 肾脏肿瘤手术
LA29 膀胱肿瘤手术
LB19 肾脏结石手术
LB29 肾脏其他手术
LC19 输尿管手术
LD11 膀胱其他手术，伴严重并发症或合并症
LD13 膀胱其他手术，伴并发症或合并症
LD15 膀胱其他手术，不伴并发症或合并症
LE13 尿道手术，伴严重或一般并发症与合并症
LE15 尿道手术，不伴并发症或合并症
LF19 肾透析相关手术
LJ11 泌尿系统其他手术，伴严重并发症或合并症
LJ13 泌尿系统其他手术，伴并发症或合并症
LJ15 泌尿系统其他手术，不伴并发症或合并症
LL19 肾透析
LR13 肾功能不全，伴严重或一般并发症与合并症
LR15 肾功能不全，不伴并发症或合并症
LS13 肾炎及肾病，伴严重或一般并发症与合并症
LS15 肾炎及肾病，不伴并发症或合并症
LT13 肾及尿路肿瘤，伴严重或一般并发症与合并症
LT15 肾及尿路肿瘤，不伴并发症或合并症
LU13 肾及尿路感染，伴严重或一般并发症与合并症
LU15 肾及尿路感染，不伴并发症或合并症
LV19 代谢性肾病
LW11 肾、尿路体征及症状，伴严重并发症或合并症
LW13 肾、尿路体征及症状，伴并发症或合并症
LW15 肾、尿路体征及症状，不伴并发症或合并症
LX11 尿路结石、阻塞及尿道狭窄，伴严重并发症或合并症
LX13 尿路结石、阻塞及尿道狭窄，伴并发症或合并症
LX15 尿路结石、阻塞及尿道狭窄，不伴并发症或合并症
LZ11 肾及泌尿系统其他疾患，伴严重并发症或合并症
LZ13 肾及泌尿系统其他疾患，伴并发症或合并症
LZ15 肾及泌尿系统其他疾患，不伴并发症或合并症
MA19 男性生殖器官恶性肿瘤手术
MB11 前列腺手术，伴严重并发症或合并症
MB15 前列腺手术，不伴严重并发症与合并症
MC19 阴茎手术
MD13 睾丸手术，伴严重或一般并发症与合并症
MD15 睾丸手术，不伴并发症或合并症
MJ13 其他男性生殖系统手术，伴严重或一般并发症与合并症
MJ15 其他男性生殖系统手术，不伴并发症或合并症
MR13 男性生殖系统恶性肿瘤，伴严重或一般并发症与合并症
MR15 男性生殖系统恶性肿瘤，不伴并发症或合并症
MS11 男性生殖系统炎症，伴严重并发症或合并症
MS13 男性生殖系统炎症，伴并发症或合并症
MS15 男性生殖系统炎症，不伴并发症或合并症
MZ11 其他男性生殖系统疾患，伴严重并发症或合并症
MZ13 其他男性生殖系统疾患，伴并发症或合并症
MZ15 其他男性生殖系统疾患，不伴并发症或合并症
NA19 女性生殖器官恶性肿瘤的广泛切除手术
NA23 女性生殖器官恶性肿瘤除广泛切除术以外的手术，伴严重或一般并发症与合并症
NA25 女性生殖器官恶性肿瘤除广泛切除术以外的手术，不伴并发症或合并症
NB19 女性生殖系统重建手术
NC13 子宫（除子宫腔内病变以外）手术，伴严重或一般并发症与合并症
NC15 子宫（除子宫腔内病变以外）手术，不伴并发症或合并症
ND13 附件手术，伴严重或一般并发症与合并症
ND15 附件手术，不伴并发症或合并症
NE19 子宫腔内病变手术
NF19 外阴、阴道、宫颈手术
NG19 辅助生殖技术
NJ19 女性生殖系统其他手术
NR11 女性生殖系统恶性肿瘤，伴严重并发症或合并症
NR13 女性生殖系统恶性肿瘤，伴并发症或合并症
NR15 女性生殖系统恶性肿瘤，不伴并发症或合并症
NS13 女性生殖系感染，伴严重或一般并发症与合并症
NS15 女性生殖系感染，不伴并发症或合并症
NZ13 女性生殖系统其他疾患，伴严重或一般并发症与合并症
NZ15 女性生殖系统其他疾患，不伴并发症或合并症
OB11 剖宫产术，伴严重并发症或合并症
OB13 剖宫产术，伴并发症或合并症
OB15 剖宫产术，不伴并发症或合并症
OC19 阴道分娩伴手术操作
OD13 与妊娠相关的子宫及附件手术，伴严重或一般并发症与合并症
OD15 与妊娠相关的子宫及附件手术，不伴并发症或合并症
OD29 与妊娠相关的的外阴、阴道及宫颈手术
OE11 异位妊娠手术，伴严重并发症或合并症
OE15 异位妊娠手术，不伴严重并发症与合并症
OF19 中期引产手术操作
OF29 早期流产手术操作
OJ13 与妊娠、分娩有关的其他手术操作，伴严重或一般并发症与合并症
OJ15 与妊娠、分娩有关的其他手术操作，不伴并发症或合并症
OR11 阴道分娩，伴严重并发症或合并症
OR13 阴道分娩，伴并发症或合并症
OR15 阴道分娩，不伴并发症或合并症
OS13 产褥期相关疾患，伴严重或一般并发症与合并症
OS15 产褥期相关疾患，不伴并发症或合并症
OS29 流产相关疾患
OT19 异位妊娠
OZ11 与妊娠有关的其他疾患，伴严重并发症或合并症
OZ13 与妊娠有关的其他疾患，伴并发症或合并症
OZ15 与妊娠有关的其他疾患，不伴并发症或合并症
PB19 新生儿（出生年龄＜29天）心血管手术
PC19 新生儿（出生年龄＜29天）腹部手术
PJ19 新生儿（出生年龄＜29天）的其他手术
PK19 新生儿伴呼吸机支持
PR19 新生儿呼吸窘迫综合征
PS19 极度发育不全（出生体重＜1500g）
PS29 早产儿（出生体重1500-1999g）
PS39 早产儿（出生体重2000-2499g）
PS49 早产儿（出生体重＞2499g）
PU11 足月儿，伴严重并发症或合并症
PU13 足月儿，伴并发症或合并症
PU15 足月儿，不伴并发症或合并症
PV19 源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾患
QB19 脾切除术
QJ19 非特指部位、组织、器官的良性肿瘤手术
QR11 网状内皮及免疫性疾患，伴严重并发症或合并症
QR13 网状内皮及免疫性疾患，伴并发症或合并症
QR15 网状内皮及免疫性疾患，不伴并发症或合并症
QS13 红细胞病及营养性贫血，伴严重或一般并发症与合并症
QS15 红细胞病及营养性贫血，不伴并发症或合并症
QS29 溶血性贫血
QS33 再生障碍性贫血，伴严重或一般并发症与合并症
QS35 再生障碍性贫血，不伴并发症或合并症
QS41 其他贫血，伴严重并发症或合并症
QS43 其他贫血，伴并发症或合并症
QS45 其他贫血，不伴并发症或合并症
QT11 凝血功能障碍，伴严重并发症或合并症
QT13 凝血功能障碍，伴并发症或合并症
QT15 凝血功能障碍，不伴并发症或合并症
RA19 淋巴瘤等伴重大手术
RA29 淋巴瘤等伴其他手术
RA39 骨髓增生性疾患或低分化肿瘤等伴重大手术
RA49 骨髓增生性疾患或低分化肿瘤等伴其他手术
RB11 急性白血病化学治疗和／或其他治疗，伴严重并发症或合并症
RB15 急性白血病化学治疗和／或其他治疗，不伴严重并发症与合并症
RB23 淋巴瘤、多发骨髓瘤化学治疗和／或其他治疗，伴严重或一般并发症与合并症
RB25 淋巴瘤、多发骨髓瘤化学治疗和／或其他治疗，不伴并发症或合并症
RC19 恶性增生性疾患放射治疗
RD11 恶性增生性疾患的介入和／或射频治疗，伴严重并发症或合并症
RD13 恶性增生性疾患的介入和／或射频治疗，伴并发症或合并症
RD15 恶性增生性疾患的介入和／或射频治疗，不伴并发症或合并症
RE11 恶性增生性疾患的化学治疗和／或其他治疗，伴严重并发症或合并症
RE13 恶性增生性疾患的化学治疗和／或其他治疗，伴并发症或合并症
RE15 恶性增生性疾患的化学治疗和／或其他治疗，不伴并发症或合并症
RG19 恶行增生性疾患的靶向、免疫治疗
RR19 急性白血病
RS11 淋巴瘤及其他类型白血病，伴严重并发症或合并症
